STATUS_CM,DETAILS,SHOP,LABELNO,ORDERNO,ORDERDATE,CM_PROJECTNO,PARTNO,SERIALNO,DESCRIPTION,QTY,DAYS_OPND,LOCATION,ARRIVAL_IN_SHOP,PAUSED,GROUP-SHOP,BACKORDER,ORDER_STATUS,TARGET_DATE,CONFIRMED_DATE,TOOL,MAT_CLASS,DURATION,STOCK,STOCK_PN,STOCK_INAC_WALTN,STOCK_IND_TOT,CONTRACT,POOL,PRIORP,PRIORP_RMK,pr_Available,pr_Transfer,pr_Order_Ext,pr_Order_Int,pr_Unavailable,ESTADO_MATERIALES,STATUS_NO_TOOL,STATUS_TOOL,PAUSED_NO_SHOP_TAT,PAUSED_SHOP_TAT,CM_STATUS_GLOB,WS_FIRMADO,WS_PENDIENTE,WS_PEND_INSP,WS_TOT,NEXT_WS,NEXT_STATUS,NEXT_DESC,NEXT_SOLAPA,step_date,step_days,porcent,steps
PAUSED - NO MANPOWER,,METROLOGY-A,529414,R1859523,2023-06-28,CM103150,AU-MAN-5000,T20958,MANOMETRO,1,2,AEP/AU-TOOL/U/S,2023-06-28,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,1.89,PAUSED,0,7,2,9,1195341,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-5000 S/N:T20958,Requirements,2023-06-28,2,11.0,1 de 9
PAUSED - OTHER,,METROLOGY-A,0,R0025331TRF,2016-02-05,CM3023,AU-MAN-58,9802A290,MANOMETRO,1,2702,AEP/SHOP-AEP/U/S,2021-09-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,653.7,PAUSED,0,1,0,1,3021,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025331TRF,2016-02-05,CM78377,AU-MAN-58,9802A290,MANOMETRO,1,2702,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,738,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,13,0,0,13,,,,,2022-09-02,301,100.0,13 de 13
PAUSED - OTHER,,METROLOGY-A,0,R0025337TRF,2017-06-01,CM3029,AU-MAN-58,0811A300,MANOMETRO,1,2220,AEP/SHOP-AEP/U/S,2021-09-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,653.7,PAUSED,0,1,0,1,3027,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025337TRF,2017-06-01,CM78383,AU-MAN-58,0811A300,MANOMETRO,1,2220,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,186,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,1,0,0,1,,,,,2022-06-30,365,100.0,1 de 1
PAUSED - OTHER,,METROLOGY-A,0,R0025268TRF,2018-01-25,CM2960,AU-MAN-ESC,9802A56,MANOMETRO,1,1982,AEP/SHOP-AEP/U/S,2021-09-09,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,658.71,PAUSED,0,1,0,1,2958,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
PAUSED - OTHER,,METROLOGY-A,0,R0025251TRF,2018-01-17,CM2943,AU-MAN-ESC,RTM002,MANOMETRO,1,1990,AEP/SHOP-AEP/U/S,2021-09-21,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,646.77,PAUSED,0,1,0,1,2941,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025251TRF,2018-01-17,CM78297,AU-MAN-ESC,RTM002,MANOMETRO,1,1990,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,212,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,18,0,0,18,,,,,2022-06-30,365,100.0,18 de 18
PAUSED - NO MANPOWER,,METROLOGY-A,62022,R0538720,2020-02-21,CM42134,AU-MAN-ESC,RTM011,MANOMETRO,1,1225,AEP/AU-TOOL/U/S,2021-08-17,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.66,PAUSED,0,2,0,2,511052,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-ESC S/N:RTM011,Requirements,2020-02-21,1225,50.0,1 de 2
PAUSED - OTHER,,METROLOGY-A,0,R0025270TRF,2018-01-17,CM2962,AU-MAN-ESC,RTM005,MANOMETRO,1,1990,AEP/SHOP-AEP/U/S,2021-09-21,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,646.77,PAUSED,0,1,0,1,2960,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025270TRF,2018-01-17,CM78316,AU-MAN-ESC,RTM005,MANOMETRO,1,1990,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,62,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,3,0,0,3,,,,,2022-07-15,350,100.0,3 de 3
PAUSED - NO MANPOWER,,METROLOGY-A,233040,R1726023,2023-06-15,CM102275,AU-MAN-ESC,RTM009,MANOMETRO,1,15,AEP/AU-TOOL/U/S,2023-06-16,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,13.69,PAUSED,0,7,2,9,1184521,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-ESC S/N:RTM009,Requirements,2023-06-16,14,11.0,1 de 9
PAUSED - OTHER,,METROLOGY-A,0,R0025219TRF,2018-01-30,CM2911,AU-MAN-ESC,960903,MANOMETRO,1,1977,AEP/SHOP-AEP/U/S,2021-09-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,653.73,PAUSED,0,1,0,1,2909,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025219TRF,2018-01-30,CM78265,AU-MAN-ESC,960903,MANOMETRO,1,1977,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,416,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,12,0,0,12,,,,,2022-07-05,360,100.0,12 de 12
PAUSED - NO MANPOWER,,METROLOGY-A,289319,R1475622,2022-06-13,CM77610,AU-MAN100BAR,1400,MANÓMETRO,1,382,AEP/AU-TOOL/U/S,2022-06-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,380.84,PAUSED,0,1,0,1,888701,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN100BAR S/N:1400,Requirements,2022-06-14,381,100.0,1 de 1
PAUSED - OTHER,,METROLOGY-A,1003672,R0599418,2018-11-02,CM9322,AU-MAN275,PIN-01,MANOMETRO,1,1701,AEP/AU-TOOL/U/S,2018-11-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,653.7,PAUSED,0,1,0,1,67063,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN275 S/N:PIN-01,Requirements,2018-11-05,1698,100.0,1 de 1
OPEN,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,1003672,R0599418,2018-11-02,CM91488,AU-MAN275,PIN-01,MANOMETRO,1,1701,AEP/AU-TOOL/U/S,,N,SHOP_EZE,1,O,,,Y,R,261,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,11,0,0,11,,,,,2023-01-30,151,100.0,11 de 11
PAUSED - OTHER,,METROLOGY-A,1003539,R0344818,2018-10-10,CM7288,AU-MAN30BAR,100116,MANOMETRO,1,1724,AEP/AU-TOOL/U/S,2021-08-17,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.63,PAUSED,0,2,0,2,43650,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN30BAR S/N:100116,Requirements,2018-10-10,1724,50.0,1 de 2
PAUSED - NO MANPOWER,,METROLOGY-A,0,R0025460TRF,2017-04-05,CM3152,AU-MAN30BAR,130116,MANOMETRO,1,2277,AEP/SHOP-AEP/U/S,2022-03-15,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,471.66,PAUSED,0,1,0,1,811312,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN30BAR S/N:130116,Requirements,2022-03-15,472,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,24533,R1363019,2019-01-30,CM14756,AU-MTR01,3245-3325,CALIBRE PASA NO PASA,1,1612,AEP/AU-TOOL/U/S,2022-03-10,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,476.66,PAUSED,0,0,0,0,,,,,,,,
PAUSED - OTHER,,METROLOGY,0,R0026323TRF,2016-11-02,CM2533,B-81,8856,COMPARADOR,1,2431,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.7,PAUSED,0,1,0,1,2532,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN,,METROLOGY-A,313474,R1868823,2023-06-29,CM103305,BU-2581-AQ,5530-009,MANOMETRO,1,1,AEP/AR-TL-HA/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,7,2,9,1196755,WS_PENDIENTE,CA (CALIBRATION) ON P/N:BU-2581-AQ S/N:5530-009,Requirements,2023-06-29,1,11.0,1 de 9
OPEN,,METROLOGY-A,313506,R1869323,2023-06-29,CM103307,BU-2581-AQ,5530-008,MANOMETRO,1,1,AEP/AR-TL-HA/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,7,2,9,1196773,WS_PENDIENTE,CA (CALIBRATION) ON P/N:BU-2581-AQ S/N:5530-008,Requirements,2023-06-29,1,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY,260028,R1424923,2023-05-18,CM100585,C-53759,1348,MANOMETRO 0-60 PSI,1,43,EZE/AR-TL-SH/U/S,2023-05-19,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,41.61,PAUSED,0,1,0,1,1162248,WS_PENDIENTE,Standard Workscope,Standard,2023-05-19,42,100.0,1 de 1
PAUSED - OTHER,,METROLOGY,1000939,R2959419,2019-07-05,CM27335,CAGE 11851 - G 693,0875,GO-NOGO,1,1456,EZE/AR-TL-SH/U/S,2022-01-31,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,514.75,PAUSED,0,4,0,4,303513,WS_PENDIENTE,DECIRLE AL SISTEMA LAS FECHAS NUEVAS,Requirements,2019-07-05,1456,25.0,1 de 4
OPEN,OLDER-OPEN,METROLOGY,1000066,R1181019,2019-01-11,CM13676,COMPAC 213,98190469,COMPARADOR ANALÓGICO TESA,1,1631,EZE/AR-TL-SH/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,4,0,4,130066,WS_PENDIENTE,DECIRLE AL SISTEMA LAS FECHAS NUEVAS,Requirements,2019-01-11,1631,25.0,1 de 4
OPEN,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,1000066,R1181019,2019-01-11,CM101719,COMPAC 213,98190469,COMPARADOR ANALÓGICO TESA,1,1631,EZE/AR-TL-SH/U/S,,N,SHOP_EZE,1,O,,,Y,R,5,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,1,3,2,6,1189410,WS_PENDIENTE,CHECKLIST DE SEGUIMIENTO (Follow up Checklist),Preliminary Inspection,2023-06-22,8,17.0,1 de 6
PAUSED - NO MANPOWER,,METROLOGY-A,0,R0025208TRF,2017-07-18,CM2900,CONT-PROG,END-HOR-01,CONTADOR PROGRAMABLE,1,2173,AEP/SHOP-AEP/U/S,2022-03-16,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,470.83,PAUSED,0,1,0,1,811742,WS_PENDIENTE,CA (CALIBRATION) ON P/N:CONT-PROG S/N:END-HOR-01,Requirements,2022-03-16,471,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025208TRF,2017-07-18,CM78254,CONT-PROG,END-HOR-01,CONTADOR PROGRAMABLE,1,2173,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,1290,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,3,0,0,3,,,,,2022-07-14,351,100.0,3 de 3
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY,0,R0026357TRF,2018-08-20,CM2567,CR-3200,2450,CONTROLADOR DE TEMPERATURA,1,1775,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,1,0,1,2566,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY,0,R0026357TRF,2018-08-20,CM79394,CR-3200,2450,CONTROLADOR DE TEMPERATURA,1,1775,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,0,0,0,,,,,,,,
PAUSED - OTHER,,METROLOGY,295381,R1785223,2023-06-21,CM102617,CTECH3FR250A,1218106682,TORQUE WRENCH (12.5–250 FT-LB),1,9,EZE/AR-TL-SH/U/S,2023-06-21,Y,SHOP_EZE,1,O,,,Y,R,85,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,8.57,PAUSED,3,0,3,6,1189023,WS_PEND_INSP,Calibración,Check,2023-06-28,2,50.0,3 de 6
OPEN-TRANSFER-TO-SHOP,ERROR LOCATION,METROLOGY,0,R0026365TRF,2012-07-26,CM2575,D5011-2,0,KIT RF PROBE,1,3991,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,1,0,1,2574,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,ERROR LOCATION,METROLOGY,0,R0026365TRF,2012-07-26,CM79402,D5011-2,0,KIT RF PROBE,1,3991,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,0,0,0,,,,,,,,
PAUSED - OTHER,,METROLOGY-A,0,R0025261TRF,2013-07-06,CM2953,DT3D,DT3D0500,TAQUIMETRO,1,3646,AEP/SHOP-AEP/U/S,2022-03-11,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,475.68,PAUSED,0,0,0,0,,,,,,,,
PAUSED - NO MANPOWER,,METROLOGY-A,176545,R3145822,2022-12-15,CM89568,E36234A,MY59399049,"DUAL OUTPUT POWER SUPPLY, 60V, 10A",1,197,AEP/AU-TOOL/U/S,2023-01-16,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,164.72,PAUSED,0,1,0,1,1030361,WS_PENDIENTE,CA (CALIBRATION) ON P/N:E36234A S/N:MY59399049,Requirements,2023-01-16,165,100.0,1 de 1
PAUSED - OTHER,,METROLOGY,153899,R2774122,2022-11-02,CM87061,F72928-55-1,8367,BCO. PBA. ELEVADOR,1,240,EZE/AR-TL-H/U/S,2022-12-07,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,204.78,PAUSED,0,6,2,8,998086,WS_PENDIENTE,CA (CALIBRATION) ON P/N:F72928-55-1 S/N:8367,Requirements,2022-11-02,240,13.0,1 de 8
PAUSED - OTHER,,METROLOGY-A,0,R0025221TRF,2018-01-17,CM2913,G467,23501,INSPECTION GAGE,1,1990,AEP/SHOP-AEP/U/S,2022-03-15,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,471.86,PAUSED,0,0,0,0,,,,,,,,
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025221TRF,2018-01-17,CM78267,G467,23501,INSPECTION GAGE,1,1990,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,159,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,18,0,0,18,,,,,2022-06-30,365,100.0,18 de 18
PAUSED - NO MANPOWER,,METROLOGY-A,112614,R0541421,2021-03-25,CM55225,GAGE-436,MTR-436,CALIBRE PASA NO PASA,1,827,AEP/AU-TOOL/U/S,2022-01-20,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,525.76,PAUSED,0,1,0,1,633254,WS_PENDIENTE,CA (CALIBRATION) ON P/N:GAGE-436 S/N:MTR-436,Requirements,2022-01-20,526,100.0,1 de 1
PAUSED - OTHER,,METROLOGY,0,R0026440TRF,2016-05-14,CM2650,GHSD 750,0648,DISTANCE DISPLAYED,1,2603,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.62,PAUSED,0,1,0,1,2649,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,429696,R0281723,2023-02-02,CM92714,HC-2146,T87811,MANOMETRO,1,148,EZE/AR-TL-SH/U/S,2023-02-06,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,143.79,PAUSED,0,1,0,1,1069535,WS_PENDIENTE,CA (CALIBRATION) ON P/N:HC-2146 S/N:T87811,Requirements,2023-02-06,144,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,431074,R1772423,2023-06-21,CM102553,J6169F,07140076,TORQUIMETRO,1,9,AEP/AR-TL-HA/U/S,2023-06-22,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,7.82,PAUSED,0,7,2,9,1187871,WS_PENDIENTE,CA (CALIBRATION) ON P/N:J6169F S/N:07140076,Requirements,2023-06-22,8,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY,0,R0026495TRF,2017-06-24,CM2705,M22520-31,615716,GO NO GO,1,2197,EZE/SHOP-EZE/U/S,2022-12-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,206.73,PAUSED,0,1,0,1,2704,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026495TRF,2017-06-24,CM79532,M22520-31,615716,GO NO GO,1,2197,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,5,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,1,0,0,1,,,,,2022-07-21,344,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,111785,R0541621,2021-03-25,CM55227,M22520/3-2,MTR-02,CALIBRE PASA NO PASA,1,827,AEP/AU-TOOL/U/S,2022-01-25,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,520.68,PAUSED,0,1,0,1,633258,WS_PENDIENTE,CA (CALIBRATION) ON P/N:M22520/3-2 S/N:MTR-02,Requirements,2022-01-25,521,100.0,1 de 1
PAUSED - OTHER,,METROLOGY,1001713,R2958619,2019-07-05,CM27329,M22520/3-9,911284,GO-NOGO,1,1456,EZE/AR-TL-SH/U/S,2022-03-09,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,477.43,PAUSED,0,4,0,4,303492,WS_PENDIENTE,DECIRLE AL SISTEMA LAS FECHAS NUEVAS,Requirements,2019-07-05,1456,25.0,1 de 4
PAUSED - OTHER,,METROLOGY-A,0,R0025232TRF,2015-11-06,CM2924,MAT-ESC,12175,MANOMETRO,1,2793,AEP/SHOP-AEP/U/S,2021-08-17,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.77,PAUSED,0,1,0,1,2922,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025232TRF,2015-11-06,CM78278,MAT-ESC,12175,MANOMETRO,1,2793,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,189,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,18,0,0,18,,,,,2022-06-29,366,100.0,18 de 18
PAUSED - NO MANPOWER,,METROLOGY-A,446501,R0409323,2023-02-16,CM93537,MCA-100/3,5W031701005,MANOMETRO,1,134,AEP/AU-TOOL/U/S,2023-02-17,Y,SHOP_EZE,1,O,,,Y,R,329,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,132.71,PAUSED,0,0,1,1,1081899,WS_PEND_INSP,CA (CALIBRATION) ON P/N:MCA-100/3 S/N:5W031701005,Requirements,2023-06-22,8,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,135502,R1035822,2022-04-26,CM74443,MP81,200802,TERMOCUPLA,1,430,AEP/AU-TOOL/U/S,2022-04-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,429.59,PAUSED,0,1,0,1,845788,WS_PENDIENTE,CA (CALIBRATION) ON P/N:MP81 S/N:200802,Requirements,2022-04-26,430,100.0,1 de 1
PAUSED - OTHER,,METROLOGY,0,R0026507TRF,2017-04-07,CM2717,N81-131NS,7986,COMPARADOR,1,2275,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.62,PAUSED,0,1,0,1,2716,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
