cm_projectno,orderno,shop,cm_projectno_i,detailno_i,partno,orderno_i,order_type,order_date,closing_date,state,internal_repair,serial_batch_no,detail_state,qty_order,backorder,description,condition,receiving_number,detailno_i_rec,receiving_detail_number_id,qty_rec,partno_rec,delivery_date,serial_batch_rec,condition_POST,tat,ultima_act,ARRIVAL_IN_SHOP,DETAILNO_I_CM,PAUSED,PAUSING_REASON_I,MUTATOR,TAT_ack_to_close
CM33522,R3960219,METROLOGY,33522,148462,DH-100,114183,R,2019-10-02,2019-11-29,C,Y,607102,R,1.0,0.0,CONTROLADOR DE TEMPERATURA,CA,123039,148462,346516,1.0,DH-100,2019-11-29,607102,R,58,2023-06-28T11:53:20.039Z,,148462,N,-1,AR027170,
CM33522,R3960219,METROLOGY,33522,148462,DH-100,114183,R,2019-10-02,2019-11-29,C,Y,607102,R,1.0,0.0,CONTROLADOR DE TEMPERATURA,CA,123039,148462,346516,1.0,DH-100,2019-11-29,607102,R,58,2023-06-28T11:53:20.039Z,,33522,N,-1,AR027170,
CM33571,R3968819,METROLOGY,33571,148600,8731-100,114294,R,2019-10-02,2019-10-03,C,Y,44951,R,1.0,0.0,WHEEL ASSY TORQUING,CA,117565,148600,332977,1.0,8731-100,2019-10-03,44951,R,1,2023-06-28T11:53:20.039Z,,33571,N,-1,AR014968,
CM33571,R3968819,METROLOGY,33571,148600,8731-100,114294,R,2019-10-02,2019-10-03,C,Y,44951,R,1.0,0.0,WHEEL ASSY TORQUING,CA,117565,148600,332977,1.0,8731-100,2019-10-03,44951,R,1,2023-06-28T11:53:20.039Z,2019-10-03,148600,N,-1,AR014968,0
CM33586,R3970719,METROLOGY-A,33586,148643,80J-10,114334,R,2019-10-03,2019-10-04,C,Y,97101,R,1.0,0.0,AC/DC CURRENT SHUNT,CA,117648,148643,333164,1.0,80J-10,2019-10-04,97101,R,1,2023-06-28T11:53:20.039Z,2019-10-03,148643,N,-1,AU031609,1
CM33586,R3970719,METROLOGY-A,33586,148643,80J-10,114334,R,2019-10-03,2019-10-04,C,Y,97101,R,1.0,0.0,AC/DC CURRENT SHUNT,CA,117648,148643,333164,1.0,80J-10,2019-10-04,97101,R,1,2023-06-28T11:53:20.039Z,,33586,N,-1,AU031609,
CM33591,R3974019,METROLOGY,33591,148677,200PSI,114367,R,2019-10-03,2019-10-22,C,Y,8911,R,1.0,0.0,MANOMETRO,CA,119465,148677,338188,1.0,200PSI,2019-10-22,8911,R,19,2023-06-28T11:53:20.039Z,2019-10-21,148677,N,-1,AR014968,1
CM33591,R3974019,METROLOGY,33591,148677,200PSI,114367,R,2019-10-03,2019-10-22,C,Y,8911,R,1.0,0.0,MANOMETRO,CA,119465,148677,338188,1.0,200PSI,2019-10-22,8911,R,19,2023-06-28T11:53:20.039Z,,33591,N,-1,AR014968,
CM33599,R3975719,METROLOGY,33599,148702,100 PSI,114388,R,2019-10-03,2019-10-24,C,Y,7279,R,1.0,0.0,MANOMETRO,CA,119730,148702,338846,1.0,100 PSI,2019-10-24,7279,R,21,2023-06-28T11:53:20.039Z,2019-10-23,148702,N,-1,AR014968,1
CM33599,R3975719,METROLOGY,33599,148702,100 PSI,114388,R,2019-10-03,2019-10-24,C,Y,7279,R,1.0,0.0,MANOMETRO,CA,119730,148702,338846,1.0,100 PSI,2019-10-24,7279,R,21,2023-06-28T11:53:20.039Z,,33599,N,-1,AR014968,
CM33699,R3992119,METROLOGY-A,33699,148955,10002MRMH,114610,R,2019-10-04,2019-12-24,C,Y,0312502917,R,1.0,0.0,TORQUIMETRO,CA,125509,148955,352937,1.0,10002MRMH,2019-12-24,0312502917,R,81,2023-06-28T11:53:20.039Z,,33699,N,-1,AU031609,
CM33699,R3992119,METROLOGY-A,33699,148955,10002MRMH,114610,R,2019-10-04,2019-12-24,C,Y,0312502917,R,1.0,0.0,TORQUIMETRO,CA,125509,148955,352937,1.0,10002MRMH,2019-12-24,0312502917,R,81,2023-06-28T11:53:20.039Z,2019-12-23,148955,N,-1,AU031609,1
CM33700,R3992519,METROLOGY-A,33700,148963,H-2016-01,114617,R,2019-10-04,2020-01-07,C,Y,48070,R,1.0,0.0,MANOMETRO,CA,126681,148963,356260,1.0,H-2016-01,2020-01-07,48070,R,95,2023-06-28T11:53:20.039Z,,33700,N,-1,AU047713,
CM33700,R3992519,METROLOGY-A,33700,148963,H-2016-01,114617,R,2019-10-04,2020-01-07,C,Y,48070,R,1.0,0.0,MANOMETRO,CA,126681,148963,356260,1.0,H-2016-01,2020-01-07,48070,R,95,2023-06-28T11:53:20.039Z,2020-01-06,148963,N,-1,AU047713,1
CM33856,R4023219,METROLOGY,33856,149480,43560,115048,R,2019-10-08,2019-10-08,C,Y,0965,R,1.0,0.0,YUGO ELECTROMAGNETICO,CA,117998,149480,334151,1.0,43560,2019-10-08,0965,R,0,2023-06-28T11:53:20.039Z,2019-10-08,149480,N,-1,AR013158,0
CM33856,R4023219,METROLOGY,33856,149480,43560,115048,R,2019-10-08,2019-10-08,C,Y,0965,R,1.0,0.0,YUGO ELECTROMAGNETICO,CA,117998,149480,334151,1.0,43560,2019-10-08,0965,R,0,2023-06-28T11:53:20.039Z,,33856,N,-1,AR013158,
CM33891,R4029019,METROLOGY-A,33891,149586,AU-MAN-4000,115145,R,2019-10-08,2019-10-28,C,Y,T-6094,R,1.0,0.0,MANOMETRO,CA,120100,149586,339696,1.0,AU-MAN-4000,2019-10-28,T-6094,R,20,2023-06-28T11:53:20.039Z,2019-10-23,149586,N,-1,AU047713,5
CM33891,R4029019,METROLOGY-A,33891,149586,AU-MAN-4000,115145,R,2019-10-08,2019-10-28,C,Y,T-6094,R,1.0,0.0,MANOMETRO,CA,120100,149586,339696,1.0,AU-MAN-4000,2019-10-28,T-6094,R,20,2023-06-28T11:53:20.039Z,,33891,N,-1,AU047713,
CM33909,R4032219,METROLOGY,33909,149663,DA-200,115201,R,2019-10-08,2019-10-11,C,Y,3142,R,1.0,0.0,YUGO,CA,118412,149663,335146,1.0,DA-200,2019-10-11,3142,R,3,2023-06-28T11:53:20.039Z,,33909,N,-1,AR013158,
CM33909,R4032219,METROLOGY,33909,149663,DA-200,115201,R,2019-10-08,2019-10-11,C,Y,3142,R,1.0,0.0,YUGO,CA,118412,149663,335146,1.0,DA-200,2019-10-11,3142,R,3,2023-06-28T11:53:20.039Z,,149663,N,-1,AR013158,
CM33946,R4039119,METROLOGY,33946,149822,F70199-52,115322,R,2019-10-09,2019-10-12,C,Y,AE007568,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,118536,149822,335444,1.0,F70199-52,2019-10-12,AE007568,R,3,2023-06-28T11:53:20.039Z,,33946,N,-1,AR013158,
CM33946,R4039119,METROLOGY,33946,149822,F70199-52,115322,R,2019-10-09,2019-10-12,C,Y,AE007568,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,118536,149822,335444,1.0,F70199-52,2019-10-12,AE007568,R,3,2023-06-28T11:53:20.039Z,2019-10-12,149822,N,-1,AR013158,0
CM34211,R4061919,METROLOGY,34211,150173,ATECH3FR250B,115637,R,2019-10-10,2019-11-02,C,Y,0516059868,R,1.0,0.0,TORQUIMETRO,CA,120546,150173,340669,1.0,ATECH3FR250B,2019-11-02,0516059868,R,23,2023-06-28T11:53:20.039Z,,34211,N,-1,AR013158,
CM34211,R4061919,METROLOGY,34211,150173,ATECH3FR250B,115637,R,2019-10-10,2019-11-02,C,Y,0516059868,R,1.0,0.0,TORQUIMETRO,CA,120546,150173,340669,1.0,ATECH3FR250B,2019-11-02,0516059868,R,23,2023-06-28T11:53:20.039Z,2019-10-23,150173,N,-1,AR013158,10
CM34392,R4096319,METROLOGY,34392,150689,1359,116074,R,2019-10-14,2019-10-28,C,Y,6483,R,1.0,0.0,AMPERIMETRO AC,CA,120073,150689,339628,1.0,1359,2019-10-28,6483,R,14,2023-06-28T11:53:20.039Z,,34392,N,-1,AR022228,
CM34392,R4096319,METROLOGY,34392,150689,1359,116074,R,2019-10-14,2019-10-28,C,Y,6483,R,1.0,0.0,AMPERIMETRO AC,CA,120073,150689,339628,1.0,1359,2019-10-28,6483,R,14,2023-06-28T11:53:20.039Z,,150689,N,-1,AR022228,
CM34394,R4096519,METROLOGY,34394,150691,1359,116076,R,2019-10-14,2019-10-28,C,Y,6481,R,1.0,0.0,AMPERIMETRO AC,CA,120063,150691,339606,1.0,1359,2019-10-28,6481,R,14,2023-06-28T11:53:20.039Z,,34394,N,-1,AR027170,
CM34394,R4096519,METROLOGY,34394,150691,1359,116076,R,2019-10-14,2019-10-28,C,Y,6481,R,1.0,0.0,AMPERIMETRO AC,CA,120063,150691,339606,1.0,1359,2019-10-28,6481,R,14,2023-06-28T11:53:20.039Z,,150691,N,-1,AR027170,
CM34421,R4101719,METROLOGY-A,34421,150772,BU-2581-AQ,116150,R,2019-10-15,2020-07-28,C,Y,C-92766,R,1.0,0.0,MANOMETRO,CA,138411,150772,383847,1.0,BU-2581-AQ,2020-07-28,C-92766,R,287,2023-06-28T11:53:20.039Z,2020-07-28,150772,N,-1,AU031609,0
CM34421,R4101719,METROLOGY-A,34421,150772,BU-2581-AQ,116150,R,2019-10-15,2020-07-28,C,Y,C-92766,R,1.0,0.0,MANOMETRO,CA,138411,150772,383847,1.0,BU-2581-AQ,2020-07-28,C-92766,R,287,2023-06-28T11:53:20.039Z,,34421,N,-1,AU031609,
CM34711,R4147019,METROLOGY,34711,151617,4000 PSI,116802,R,2019-10-18,2019-10-22,C,Y,3240,R,1.0,0.0,MANOMETRO,CA,119429,151617,338121,1.0,4000 PSI,2019-10-22,3240,R,4,2023-06-28T11:53:20.039Z,,34711,N,-1,AR013158,
CM34711,R4147019,METROLOGY,34711,151617,4000 PSI,116802,R,2019-10-18,2019-10-22,C,Y,3240,R,1.0,0.0,MANOMETRO,CA,119429,151617,338121,1.0,4000 PSI,2019-10-22,3240,R,4,2023-06-28T11:53:20.039Z,2019-10-21,151617,N,-1,AR013158,1
CM34712,R4147219,METROLOGY,34712,151619,5000 PSI,116804,R,2019-10-18,2019-10-21,C,Y,3239,R,1.0,0.0,MANOMETRO,CA,119329,151619,337797,1.0,5000 PSI,2019-10-21,3239,R,3,2023-06-28T11:53:20.039Z,,34712,N,-1,AR014968,
CM34712,R4147219,METROLOGY,34712,151619,5000 PSI,116804,R,2019-10-18,2019-10-21,C,Y,3239,R,1.0,0.0,MANOMETRO,CA,119329,151619,337797,1.0,5000 PSI,2019-10-21,3239,R,3,2023-06-28T11:53:20.039Z,2019-10-21,151619,N,-1,AR014968,0
CM34722,R4155119,METROLOGY-A,34722,151731,AU-MAN-220,116898,R,2019-10-18,2022-10-20,C,Y,356,R,1.0,0.0,MANOMETRO,CA,192777,151731,522865,1.0,AU-MAN-220,2022-10-20,356,R,1098,2023-06-28T11:53:20.039Z,,34722,N,-1,AR036683,
CM34722,R4155119,METROLOGY-A,34722,151731,AU-MAN-220,116898,R,2019-10-18,2022-10-20,C,Y,356,R,1.0,0.0,MANOMETRO,CA,192777,151731,522865,1.0,AU-MAN-220,2022-10-20,356,R,1098,2023-06-28T11:53:20.039Z,2022-04-05,151731,N,5,AR036683,198
CM34867,R4179419,METROLOGY-A,34867,152080,M309,117209,R,2019-10-22,2019-10-29,C,Y,RD282047,R,1.0,0.0,CRIMPING TOOL,CA,120162,152080,339802,1.0,M309,2019-10-29,RD282047,R,7,2023-06-28T11:53:20.039Z,2019-10-22,152080,N,-1,AU047713,7
CM34867,R4179419,METROLOGY-A,34867,152080,M309,117209,R,2019-10-22,2019-10-29,C,Y,RD282047,R,1.0,0.0,CRIMPING TOOL,CA,120162,152080,339802,1.0,M309,2019-10-29,RD282047,R,7,2023-06-28T11:53:20.039Z,,34867,N,-1,AU047713,
CM34891,R4185519,METROLOGY,34891,152179,140-001,117290,R,2019-10-22,2020-03-05,C,Y,080315-3,R,1.0,0.0,MANOMETRO ANALÓGICO GAS HYDRO-TEST,CA,132746,152179,371580,1.0,140-001,2020-03-05,080315-3,R,135,2023-06-28T11:53:20.039Z,,34891,N,-1,AR013812,
CM34891,R4185519,METROLOGY,34891,152179,140-001,117290,R,2019-10-22,2020-03-05,C,Y,080315-3,R,1.0,0.0,MANOMETRO ANALÓGICO GAS HYDRO-TEST,CA,132746,152179,371580,1.0,140-001,2020-03-05,080315-3,R,135,2023-06-28T11:53:20.039Z,2020-03-04,152179,N,-1,AR013812,1
CM34958,R4194819,METROLOGY-A,34958,152316,GS100-1,117405,R,2019-10-23,2019-10-31,C,Y,RD281994,R,1.0,0.0,CRIMP TOOL,CA,120412,152316,340414,1.0,GS100-1,2019-10-31,RD281994,R,8,2023-06-28T11:53:20.039Z,2019-10-31,152316,N,-1,AU047713,0
CM34958,R4194819,METROLOGY-A,34958,152316,GS100-1,117405,R,2019-10-23,2019-10-31,C,Y,RD281994,R,1.0,0.0,CRIMP TOOL,CA,120412,152316,340414,1.0,GS100-1,2019-10-31,RD281994,R,8,2023-06-28T11:53:20.039Z,,34958,N,-1,AU047713,
CM34959,R4194919,METROLOGY-A,34959,152321,AFM8,117409,R,2019-10-23,2019-11-07,C,Y,RD282067,R,1.0,0.0,CRIMP TOOL,CA,120950,152321,341576,1.0,AFM8,2019-11-07,RD282067,R,15,2023-06-28T11:53:20.039Z,,34959,N,-1,AU031609,
CM34959,R4194919,METROLOGY-A,34959,152321,AFM8,117409,R,2019-10-23,2019-11-07,C,Y,RD282067,R,1.0,0.0,CRIMP TOOL,CA,120950,152321,341576,1.0,AFM8,2019-11-07,RD282067,R,15,2023-06-28T11:53:20.039Z,2019-10-31,152321,N,-1,AU031609,7
CM34984,R4196619,METROLOGY,34984,152371,NTG2604-S,117447,R,2019-10-23,2019-10-28,C,Y,23594/002,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,120081,152371,339658,1.0,NTG2604-S,2019-10-28,23594/002,R,5,2023-06-28T11:53:20.039Z,,34984,N,-1,AR014968,
CM34984,R4196619,METROLOGY,34984,152371,NTG2604-S,117447,R,2019-10-23,2019-10-28,C,Y,23594/002,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,120081,152371,339658,1.0,NTG2604-S,2019-10-28,23594/002,R,5,2023-06-28T11:53:20.039Z,2019-10-26,152371,N,-1,AR014968,2
CM35022,R4206119,METROLOGY-A,35022,152543,AU-MAN,117581,R,2019-10-24,2020-02-11,C,Y,9802A80,R,1.0,0.0,MANOMETRO,CA,130428,152543,365717,1.0,AU-MAN,2020-02-11,9802A80,R,110,2023-06-28T11:53:20.039Z,,35022,N,-1,AU047713,
CM35022,R4206119,METROLOGY-A,35022,152543,AU-MAN,117581,R,2019-10-24,2020-02-11,C,Y,9802A80,R,1.0,0.0,MANOMETRO,CA,130428,152543,365717,1.0,AU-MAN,2020-02-11,9802A80,R,110,2023-06-28T11:53:20.039Z,2020-02-10,152543,N,-1,AU047713,1
CM3505,R0006218,METROLOGY,3505,79777,315BAR,57177,R,2018-09-03,2019-08-02,C,Y,2426,R,1.0,0.0,MANOMETRO,CA,111043,79777,315546,1.0,315BAR,2019-08-02,2426,R,333,2023-06-28T11:53:20.039Z,2018-09-15,79777,N,-1,AR013812,321
CM3505,R0006218,METROLOGY,3505,79777,315BAR,57177,R,2018-09-03,2019-08-02,C,Y,2426,R,1.0,0.0,MANOMETRO,CA,111043,79777,315546,1.0,315BAR,2019-08-02,2426,R,333,2023-06-28T11:53:20.039Z,,3505,N,-1,AR013812,
CM3508,R0006618,METROLOGY,3508,79783,NTG2604-S,57183,R,2018-09-03,2018-11-13,C,Y,20344/003,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,85482,79783,252058,1.0,NTG2604-S,2018-11-13,20344/003,R,71,2023-06-28T11:53:20.039Z,,3508,N,-1,AR014968,
CM3508,R0006618,METROLOGY,3508,79783,NTG2604-S,57183,R,2018-09-03,2018-11-13,C,Y,20344/003,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,85482,79783,252058,1.0,NTG2604-S,2018-11-13,20344/003,R,71,2023-06-28T11:53:20.039Z,2018-09-15,79783,N,-1,AR014968,59
CM35147,R4216519,METROLOGY,35147,152741,NTG2604-S,117754,R,2019-10-25,2019-11-11,C,Y,16165/008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,121272,152741,342290,1.0,NTG2604-S,2019-11-11,16165/008,R,17,2023-06-28T11:53:20.039Z,,35147,N,-1,AR013158,
CM35147,R4216519,METROLOGY,35147,152741,NTG2604-S,117754,R,2019-10-25,2019-11-11,C,Y,16165/008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,121272,152741,342290,1.0,NTG2604-S,2019-11-11,16165/008,R,17,2023-06-28T11:53:20.039Z,2019-11-01,152741,N,-1,AR013158,10
CM35303,R4245419,METROLOGY-A,35303,153239,M22520/2-01,118163,R,2019-10-29,2020-01-24,C,Y,180314,R,1.0,0.0,MANDRILADORA DE PINES DANIELS,CA,128644,153239,361254,1.0,M22520/2-01,2020-01-24,180314,R,87,2023-06-28T11:53:20.039Z,,35303,N,-1,AU031609,
CM35303,R4245419,METROLOGY-A,35303,153239,M22520/2-01,118163,R,2019-10-29,2020-01-24,C,Y,180314,R,1.0,0.0,MANDRILADORA DE PINES DANIELS,CA,128644,153239,361254,1.0,M22520/2-01,2020-01-24,180314,R,87,2023-06-28T11:53:20.039Z,2020-01-23,153239,N,-1,AU031609,1
CM35307,R4245619,METROLOGY-A,35307,153241,FT8,118165,R,2019-10-29,2020-01-29,C,Y,RD281998,R,1.0,0.0,MANDRILADORA PINES,CA,129096,153241,362506,1.0,FT8,2020-01-29,RD281998,R,92,2023-06-28T11:53:20.039Z,,35307,N,-1,AU031609,
CM35307,R4245619,METROLOGY-A,35307,153241,FT8,118165,R,2019-10-29,2020-01-29,C,Y,RD281998,R,1.0,0.0,MANDRILADORA PINES,CA,129096,153241,362506,1.0,FT8,2020-01-29,RD281998,R,92,2023-06-28T11:53:20.039Z,2020-01-28,153241,N,-1,AU031609,1
CM35400,R4265019,METROLOGY,35400,153543,NTG2604-S,118419,R,2019-10-30,2019-11-18,C,Y,15425/008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,121891,153543,343686,1.0,NTG2604-S,2019-11-18,15425/008,R,19,2023-06-28T11:53:20.039Z,,35400,N,-1,AR014968,
CM35400,R4265019,METROLOGY,35400,153543,NTG2604-S,118419,R,2019-10-30,2019-11-18,C,Y,15425/008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,121891,153543,343686,1.0,NTG2604-S,2019-11-18,15425/008,R,19,2023-06-28T11:53:20.039Z,2019-11-18,153543,N,-1,AR014968,0
CM35414,R4268819,METROLOGY,35414,153599,NTG2604-S,118468,R,2019-10-30,2019-11-04,C,Y,22951/001,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,120589,153599,340740,1.0,NTG2604-S,2019-11-04,22951/001,R,5,2023-06-28T11:53:20.039Z,,35414,N,-1,AR013158,
CM35414,R4268819,METROLOGY,35414,153599,NTG2604-S,118468,R,2019-10-30,2019-11-04,C,Y,22951/001,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,120589,153599,340740,1.0,NTG2604-S,2019-11-04,22951/001,R,5,2023-06-28T11:53:20.039Z,2019-11-01,153599,N,-1,AR013158,3
CM35472,R4278719,METROLOGY,35472,153771,TIPO CONTRAPESOS-3,118631,R,2019-10-31,2019-11-07,C,Y,5582,R,1.0,0.0,SET DE PESAS,CA,121018,153771,341727,1.0,TIPO CONTRAPESOS-3,2019-11-07,5582,R,7,2023-06-28T11:53:20.039Z,,35472,N,-1,AR013158,
CM35472,R4278719,METROLOGY,35472,153771,TIPO CONTRAPESOS-3,118631,R,2019-10-31,2019-11-07,C,Y,5582,R,1.0,0.0,SET DE PESAS,CA,121018,153771,341727,1.0,TIPO CONTRAPESOS-3,2019-11-07,5582,R,7,2023-06-28T11:53:20.039Z,,153771,N,-1,AR013158,
CM35473,R4278519,METROLOGY,35473,153769,AGFA,118628,R,2019-10-31,2019-11-30,C,Y,1789,R,1.0,0.0,PELICULA RADIOGRAFICA,CA,123083,153769,346583,1.0,AGFA,2019-11-30,1789,R,30,2023-06-28T11:53:20.039Z,,153769,N,-1,AR013158,
CM35473,R4278519,METROLOGY,35473,153769,AGFA,118628,R,2019-10-31,2019-11-30,C,Y,1789,R,1.0,0.0,PELICULA RADIOGRAFICA,CA,123083,153769,346583,1.0,AGFA,2019-11-30,1789,R,30,2023-06-28T11:53:20.039Z,,35473,N,-1,AR013158,
CM35973,R4317319,METROLOGY-A,35973,154506,NTG2604-S,119253,R,2019-11-05,2019-11-22,C,Y,12014-008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,122374,154506,344784,1.0,NTG2604-S,2019-11-22,12014-008,R,17,2023-06-28T11:53:20.039Z,,35973,N,-1,AU031609,
CM35973,R4317319,METROLOGY-A,35973,154506,NTG2604-S,119253,R,2019-11-05,2019-11-22,C,Y,12014-008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,122374,154506,344784,1.0,NTG2604-S,2019-11-22,12014-008,R,17,2023-06-28T11:53:20.039Z,2019-11-22,154506,N,-1,AU031609,0
CM36026,R4330819,METROLOGY-A,36026,154923,H-2016-01,119525,R,2019-11-06,2019-11-11,C,Y,T22438,R,1.0,0.0,MANOMETRO,CA,121271,154923,342289,1.0,H-2016-01,2019-11-11,T22438,R,5,2023-06-28T11:53:20.039Z,,36026,N,-1,AU031609,
CM36026,R4330819,METROLOGY-A,36026,154923,H-2016-01,119525,R,2019-11-06,2019-11-11,C,Y,T22438,R,1.0,0.0,MANOMETRO,CA,121271,154923,342289,1.0,H-2016-01,2019-11-11,T22438,R,5,2023-06-28T11:53:20.039Z,2019-11-06,154923,N,-1,AU031609,5
CM36031,R4331719,METROLOGY-A,36031,154933,AU-MAN-4000,119535,R,2019-11-06,2021-11-25,C,Y,T-5019,R,1.0,0.0,MANOMETRO,CA,163030,154933,446966,1.0,AU-MAN-4000,2021-11-25,T-5019,R,750,2023-06-28T11:53:20.039Z,,36031,N,-1,AR027170,
CM36031,R4331719,METROLOGY-A,36031,154933,AU-MAN-4000,119535,R,2019-11-06,2021-11-25,C,Y,T-5019,R,1.0,0.0,MANOMETRO,CA,163030,154933,446966,1.0,AU-MAN-4000,2021-11-25,T-5019,R,750,2023-06-28T11:53:20.039Z,2021-08-03,154933,N,2,AR027170,114
CM36032,R4331819,METROLOGY-A,36032,154934,AU-MAN-4000,119536,R,2019-11-06,2019-11-29,C,Y,T-5020,R,1.0,0.0,MANOMETRO,CA,123051,154934,346534,1.0,AU-MAN-4000,2019-11-29,T-5020,R,23,2023-06-28T11:53:20.039Z,2019-11-28,154934,N,-1,AU031609,1
CM36032,R4331819,METROLOGY-A,36032,154934,AU-MAN-4000,119536,R,2019-11-06,2019-11-29,C,Y,T-5020,R,1.0,0.0,MANOMETRO,CA,123051,154934,346534,1.0,AU-MAN-4000,2019-11-29,T-5020,R,23,2023-06-28T11:53:20.039Z,,36032,N,-1,AU031609,
CM36034,R4332319,METROLOGY-A,36034,154942,AU-MAN-1000,119543,R,2019-11-06,2019-11-07,C,Y,T-4587,R,1.0,0.0,MANOMETRO,CA,121014,154942,341708,1.0,AU-MAN-1000,2019-11-07,T-4587,R,1,2023-06-28T11:53:20.039Z,,36034,N,-1,AU031609,
CM36034,R4332319,METROLOGY-A,36034,154942,AU-MAN-1000,119543,R,2019-11-06,2019-11-07,C,Y,T-4587,R,1.0,0.0,MANOMETRO,CA,121014,154942,341708,1.0,AU-MAN-1000,2019-11-07,T-4587,R,1,2023-06-28T11:53:20.039Z,2019-11-07,154942,N,-1,AU031609,0
CM36049,R4333619,METROLOGY,36049,155000,160 PSI,119590,R,2019-11-06,2019-12-04,C,Y,24777,R,1.0,0.0,MANOMETRO,CA,123517,155000,347585,1.0,160 PSI,2019-12-04,24777,R,28,2023-06-28T11:53:20.039Z,,36049,N,-1,AR014968,
CM36049,R4333619,METROLOGY,36049,155000,160 PSI,119590,R,2019-11-06,2019-12-04,C,Y,24777,R,1.0,0.0,MANOMETRO,CA,123517,155000,347585,1.0,160 PSI,2019-12-04,24777,R,28,2023-06-28T11:53:20.039Z,2019-11-30,155000,N,-1,AR014968,4
CM3608,R0010318,METROLOGY,3608,79848,CU-2581-JT,57257,R,2018-09-04,2018-09-19,C,Y,1604,R,1.0,0.0,MANOMETRO,CA,80647,79848,241459,1.0,CU-2581-JT,2018-09-19,1604,R,15,2023-06-28T11:53:20.039Z,,3608,N,-1,AR013158,
CM3608,R0010318,METROLOGY,3608,79848,CU-2581-JT,57257,R,2018-09-04,2018-09-19,C,Y,1604,R,1.0,0.0,MANOMETRO,CA,80647,79848,241459,1.0,CU-2581-JT,2018-09-19,1604,R,15,2023-06-28T11:53:20.039Z,2018-09-19,79848,N,-1,AR013158,0
CM36166,R4356019,METROLOGY,36166,155512,3461,119979,R,2019-11-08,2019-11-29,C,Y,1991,R,1.0,0.0,BCO. PBA. MANOMETROS,CA,123008,155512,346420,1.0,3461,2019-11-29,1991,R,21,2023-06-28T11:53:20.039Z,,36166,N,-1,AMOS_SRV,
CM36166,R4356019,METROLOGY,36166,155512,3461,119979,R,2019-11-08,2019-11-29,C,Y,1991,R,1.0,0.0,BCO. PBA. MANOMETROS,CA,123008,155512,346420,1.0,3461,2019-11-29,1991,R,21,2023-06-28T11:53:20.039Z,2019-11-29,155512,N,-1,AR014968,0
CM36207,R4361419,METROLOGY,36207,155703,1745A,120090,R,2019-11-08,2019-11-08,C,Y,17451057405110831,R,1.0,0.0,FUENTE DE ALIMENTACION,CA,121121,155703,341968,1.0,1745A,2019-11-08,17451057405110831,R,0,2023-06-28T11:53:20.039Z,,36207,N,-1,AR027885,
CM36207,R4361419,METROLOGY,36207,155703,1745A,120090,R,2019-11-08,2019-11-08,C,Y,17451057405110831,R,1.0,0.0,FUENTE DE ALIMENTACION,CA,121121,155703,341968,1.0,1745A,2019-11-08,17451057405110831,R,0,2023-06-28T11:53:20.039Z,,155703,N,-1,AR027885,
CM36260,R4372619,METROLOGY-A,36260,155960,500-171-20B,120254,R,2019-11-11,2020-01-23,C,Y,09900890,R,1.0,0.0,CALIBRE,CA,128522,155960,361019,1.0,500-171-20B,2020-01-23,09900890,R,73,2023-06-28T11:53:20.039Z,,36260,N,-1,AU031609,
CM36260,R4372619,METROLOGY-A,36260,155960,500-171-20B,120254,R,2019-11-11,2020-01-23,C,Y,09900890,R,1.0,0.0,CALIBRE,CA,128522,155960,361019,1.0,500-171-20B,2020-01-23,09900890,R,73,2023-06-28T11:53:20.039Z,2020-01-21,155960,N,-1,AU031609,2
CM36266,R4373119,METROLOGY-A,36266,155968,AU-MAN-4000,120261,R,2019-11-11,2019-11-22,C,Y,T-991,R,1.0,0.0,MANOMETRO,CA,122305,155968,344606,1.0,AU-MAN-4000,2019-11-22,T-991,R,11,2023-06-28T11:53:20.039Z,,36266,N,-1,AU031609,
CM36266,R4373119,METROLOGY-A,36266,155968,AU-MAN-4000,120261,R,2019-11-11,2019-11-22,C,Y,T-991,R,1.0,0.0,MANOMETRO,CA,122305,155968,344606,1.0,AU-MAN-4000,2019-11-22,T-991,R,11,2023-06-28T11:53:20.039Z,2019-11-12,155968,N,-1,AU031609,10
CM36269,R4372819,METROLOGY-A,36269,155963,1501MRMH,120257,R,2019-11-11,2019-12-23,C,Y,1010096578,R,1.0,0.0,TORQUIMETRO AJUSTABLE CDI,CA,125376,155963,352719,1.0,1501MRMH,2019-12-23,1010096578,R,42,2023-06-28T11:53:20.039Z,2019-12-03,155963,N,-1,AU047713,20
